Date,Open,High,Low,Close,Volume,Adj Close,clave_empresa
2007-07-05,30.9,31.2,30.75,31.01,250100,31.01,PASAB.MX
2007-07-06,31.05,31.05,31.0,31.0,496600,31.0,PASAB.MX
2007-07-09,31.2,31.24,31.19,31.2,674900,31.2,PASAB.MX
2007-07-10,31.2,31.2,31.18,31.18,63100,31.18,PASAB.MX
2007-07-11,31.18,31.18,30.7,31.0,283800,31.0,PASAB.MX
2007-07-12,31.25,31.25,31.0,31.13,172900,31.13,PASAB.MX
2007-07-13,31.25,31.25,31.0,31.0,13000,31.0,PASAB.MX
2007-07-16,30.85,30.85,30.5,30.5,7100,30.5,PASAB.MX
2007-07-17,30.5,30.5,30.5,30.5,1800,30.5,PASAB.MX
2007-07-18,30.47,30.5,30.45,30.5,17300,30.5,PASAB.MX
2007-07-19,30.5,30.5,30.5,30.5,229700,30.5,PASAB.MX
2007-07-20,30.5,31.3,30.5,31.3,270000,31.3,PASAB.MX
2007-07-23,31.25,31.25,30.88,30.99,71700,30.99,PASAB.MX
2007-07-24,30.8,30.8,30.2,30.2,16700,30.2,PASAB.MX
2007-07-25,30.2,30.2,30.0,30.0,348300,30.0,PASAB.MX
2007-07-26,30.0,30.0,29.5,30.0,278500,30.0,PASAB.MX
2007-07-27,30.5,30.5,30.5,30.5,110500,30.5,PASAB.MX
2007-07-30,30.5,30.95,30.5,30.95,22600,30.95,PASAB.MX
2007-07-31,31.0,31.2,30.9,30.99,334100,30.99,PASAB.MX
2007-08-01,30.74,30.75,30.3,30.4,235000,30.4,PASAB.MX
2007-08-02,30.37,30.4,30.0,30.0,90000,30.0,PASAB.MX
2007-08-03,30.99,30.99,30.99,30.99,2700,30.99,PASAB.MX
2007-08-06,30.5,30.5,26.34,26.34,0,26.34,PASAB.MX
2007-08-07,30.0,30.0,29.75,29.76,32000,29.76,PASAB.MX
2007-08-08,29.91,30.45,29.8,29.8,340100,29.8,PASAB.MX
2007-08-09,29.8,30.44,29.6,30.0,26000,30.0,PASAB.MX
2007-08-10,29.8,30.0,29.6,30.0,81000,30.0,PASAB.MX
2007-08-13,29.8,29.8,29.5,29.65,100000,29.65,PASAB.MX
2007-08-14,29.5,29.5,28.75,28.75,127200,28.75,PASAB.MX
2007-08-15,28.75,28.75,27.0,27.25,196600,27.25,PASAB.MX
2007-08-16,26.79,26.8,24.0,25.8,446800,25.8,PASAB.MX
2007-08-17,26.5,29.5,25.91,26.24,9400,26.24,PASAB.MX
2007-08-20,26.0,26.25,25.9,26.25,17600,26.25,PASAB.MX
2007-08-21,26.25,26.25,26.0,26.01,47200,26.01,PASAB.MX
2007-08-22,26.0,26.82,26.0,26.5,81700,26.5,PASAB.MX
2007-08-23,27.0,27.0,27.0,27.0,900,27.0,PASAB.MX
2007-08-24,27.0,27.5,27.0,27.5,13200,27.5,PASAB.MX
2007-08-27,28.0,28.0,28.0,28.0,1500,28.0,PASAB.MX
2007-08-28,27.21,27.21,27.0,27.0,55000,27.0,PASAB.MX
2007-08-29,27.0,27.25,27.0,27.0,625400,27.0,PASAB.MX
2007-08-30,27.05,27.05,27.05,27.05,15000,27.05,PASAB.MX
2007-08-31,27.06,27.5,27.06,27.5,4700,27.5,PASAB.MX
2007-09-03,28.0,28.0,28.0,28.0,100,28.0,PASAB.MX
2007-09-04,28.0,29.5,28.0,28.5,4500,28.5,PASAB.MX
2007-09-05,28.2,28.51,28.2,28.51,35800,28.51,PASAB.MX
2007-09-06,28.8,29.49,28.8,29.49,1700,29.49,PASAB.MX
2007-09-07,29.0,29.47,29.0,29.47,3900,29.47,PASAB.MX
2007-09-10,29.47,29.47,29.47,29.47,8500,29.47,PASAB.MX
2007-09-11,29.7,30.0,29.7,29.7,61000,29.7,PASAB.MX
2007-09-12,30.0,30.0,29.7,29.75,101100,29.75,PASAB.MX
2007-09-13,29.75,30.0,29.75,29.9,190100,29.9,PASAB.MX
2007-09-14,29.9,29.9,29.9,29.9,353800,29.9,PASAB.MX
2007-09-17,29.9,29.9,29.0,29.0,24700,29.0,PASAB.MX
2007-09-18,28.99,30.1,28.99,29.5,514200,29.5,PASAB.MX
2007-09-19,29.5,30.0,29.5,30.0,282700,30.0,PASAB.MX
2007-09-20,30.0,30.0,29.7,29.7,8000,29.7,PASAB.MX
2007-09-21,29.7,29.71,29.7,29.71,8200,29.71,PASAB.MX
2007-09-24,30.0,30.0,30.0,30.0,14400,30.0,PASAB.MX
2007-09-25,29.8,30.0,29.8,30.0,72000,30.0,PASAB.MX
2007-09-26,30.0,30.5,30.0,30.5,64000,30.5,PASAB.MX
2007-09-27,30.0,30.3,30.0,30.3,111000,30.3,PASAB.MX
2007-09-28,30.0,30.01,30.0,30.0,39600,30.0,PASAB.MX
2007-10-01,29.99,30.0,29.99,30.0,28600,30.0,PASAB.MX
2007-10-02,30.0,30.25,30.0,30.25,27900,30.25,PASAB.MX
2007-10-03,30.0,30.25,30.0,30.0,37300,30.0,PASAB.MX
2007-10-04,30.0,30.0,30.0,30.0,9700,30.0,PASAB.MX
2007-10-05,30.25,31.3,30.25,31.3,60900,31.3,PASAB.MX
2007-10-08,31.3,32.48,31.3,31.3,48300,31.3,PASAB.MX
2007-10-09,31.5,31.6,31.5,31.6,103500,31.6,PASAB.MX
2007-10-10,31.6,32.12,31.6,32.12,44800,32.12,PASAB.MX
2007-10-11,32.5,33.5,32.5,32.76,135000,32.76,PASAB.MX
2007-10-12,33.0,33.21,33.0,33.21,69600,33.21,PASAB.MX
2007-10-15,33.49,33.98,33.21,33.5,51600,33.5,PASAB.MX
2007-10-16,33.71,34.05,33.7,34.03,79800,34.03,PASAB.MX
2007-10-17,34.31,37.8,34.31,36.0,333200,36.0,PASAB.MX
2007-10-18,36.05,36.89,36.05,36.89,12200,36.89,PASAB.MX
2007-10-19,36.89,37.03,36.89,37.0,160400,37.0,PASAB.MX
2007-10-22,37.2,37.2,37.0,37.0,5300,37.0,PASAB.MX
2007-10-23,37.25,38.2,37.25,38.0,27200,38.0,PASAB.MX
2007-10-24,37.62,38.75,37.5,37.59,6000,37.59,PASAB.MX
2007-10-25,37.59,37.59,37.5,37.51,157800,37.51,PASAB.MX
2007-10-26,37.51,38.15,37.51,38.12,5100,38.12,PASAB.MX
2007-10-29,38.12,38.76,38.12,38.75,246000,38.75,PASAB.MX
2007-10-30,38.74,38.74,38.0,38.05,191600,38.05,PASAB.MX
2007-10-31,38.05,38.75,38.05,38.1,30400,38.1,PASAB.MX
2007-11-01,36.2,38.1,36.2,38.0,7400,38.0,PASAB.MX
2007-11-05,37.99,37.99,37.99,37.99,100,37.99,PASAB.MX
2007-11-06,37.89,37.89,36.5,36.5,203400,36.5,PASAB.MX
2007-11-07,36.3,37.0,35.3,35.3,115600,35.3,PASAB.MX
2007-11-08,35.3,36.0,35.1,35.1,82000,35.1,PASAB.MX
2007-11-09,35.1,35.1,35.1,35.1,24000,35.1,PASAB.MX
2007-11-12,35.5,35.5,34.5,34.5,292200,34.5,PASAB.MX
2007-11-13,34.5,34.5,34.0,34.5,75600,34.5,PASAB.MX
2007-11-14,35.5,35.51,35.5,35.5,78300,35.5,PASAB.MX
2007-11-15,36.0,36.72,36.0,36.72,1080400,36.72,PASAB.MX
2007-11-16,36.0,36.0,36.0,36.0,500,36.0,PASAB.MX
2007-11-20,37.0,37.0,30.6,30.6,0,30.6,PASAB.MX
2007-11-21,35.0,35.0,34.5,34.5,26800,34.5,PASAB.MX
2007-11-22,34.5,35.0,34.5,35.0,1800,35.0,PASAB.MX
