Date,Open,High,Low,Close,Volume,Adj Close,clave_empresa
2011-07-15,32.15,33.5,32.0,32.0,5781200,30.64,GFREGIOO.MX
2011-07-18,32.02,32.3,32.0,32.0,337400,30.64,GFREGIOO.MX
2011-07-19,32.0,32.1,31.99,32.0,711500,30.64,GFREGIOO.MX
2011-07-20,32.0,32.0,31.75,31.8,489700,30.45,GFREGIOO.MX
2011-07-21,32.0,32.0,31.8,32.0,133900,30.64,GFREGIOO.MX
2011-07-22,31.95,32.0,31.9,31.9,155400,30.54,GFREGIOO.MX
2011-07-25,31.75,31.99,31.75,31.95,130800,30.59,GFREGIOO.MX
2011-07-26,31.9,31.95,31.8,31.95,169300,30.59,GFREGIOO.MX
2011-07-27,31.86,31.9,31.75,31.9,309100,30.54,GFREGIOO.MX
2011-07-28,31.8,32.0,31.8,31.9,427000,30.54,GFREGIOO.MX
2011-07-29,31.98,32.0,31.8,31.9,382400,30.54,GFREGIOO.MX
2011-08-01,31.9,31.9,31.89,31.9,125900,30.54,GFREGIOO.MX
2011-08-02,31.85,31.85,31.5,31.5,453300,30.16,GFREGIOO.MX
2011-08-03,31.45,31.45,30.9,31.1,1042600,29.78,GFREGIOO.MX
2011-08-04,30.9,30.9,29.8,30.4,1482700,29.11,GFREGIOO.MX
2011-08-05,30.5,30.5,29.8,30.4,92600,29.11,GFREGIOO.MX
2011-08-08,30.25,30.25,29.0,29.0,303700,27.77,GFREGIOO.MX
2011-08-09,29.0,29.4,29.0,29.1,121600,27.86,GFREGIOO.MX
2011-08-10,29.0,29.08,28.7,29.0,187300,27.77,GFREGIOO.MX
2011-08-11,29.01,29.95,28.88,29.95,327300,28.68,GFREGIOO.MX
2011-08-12,30.5,30.5,29.9,30.1,527900,28.82,GFREGIOO.MX
2011-08-15,29.84,30.5,29.8,30.1,5300,28.82,GFREGIOO.MX
2011-08-16,29.5,29.5,29.5,29.5,25500,28.25,GFREGIOO.MX
2011-08-17,29.5,29.5,29.18,29.2,54000,27.96,GFREGIOO.MX
2011-08-18,29.3,29.3,28.92,28.92,133500,27.69,GFREGIOO.MX
2011-08-19,29.0,29.0,29.0,29.0,50700,27.77,GFREGIOO.MX
2011-08-22,29.0,29.01,29.0,29.0,179300,27.77,GFREGIOO.MX
2011-08-23,29.0,29.22,29.0,29.22,75600,27.98,GFREGIOO.MX
2011-08-24,29.22,29.22,28.95,29.0,138200,27.77,GFREGIOO.MX
2011-08-25,28.95,29.02,28.9,28.9,63200,27.67,GFREGIOO.MX
2011-08-26,29.0,29.4,28.9,29.0,181000,27.77,GFREGIOO.MX
2011-08-29,29.0,30.5,28.9,30.5,89100,29.2,GFREGIOO.MX
2011-08-30,30.09,30.09,29.7,29.8,33000,28.53,GFREGIOO.MX
2011-08-31,29.9,29.91,29.82,29.82,20000,28.55,GFREGIOO.MX
2011-09-01,30.0,30.0,29.0,29.8,43500,28.53,GFREGIOO.MX
2011-09-02,29.9,29.9,27.21,28.95,48700,27.72,GFREGIOO.MX
2011-09-05,28.9,29.0,28.8,29.0,290500,27.77,GFREGIOO.MX
2011-09-06,29.35,29.35,28.8,28.8,28200,27.58,GFREGIOO.MX
2011-09-07,29.0,29.05,28.89,29.0,90400,27.77,GFREGIOO.MX
2011-09-08,28.8,29.0,27.1,28.6,78300,27.38,GFREGIOO.MX
2011-09-09,28.6,28.6,28.18,28.18,85300,26.98,GFREGIOO.MX
2011-09-12,27.9,28.1,27.65,27.66,129300,26.48,GFREGIOO.MX
2011-09-13,27.8,27.81,27.45,27.75,28400,26.57,GFREGIOO.MX
2011-09-14,27.8,28.4,27.8,28.4,50600,27.19,GFREGIOO.MX
2011-09-15,28.2,28.66,28.2,28.66,83500,27.44,GFREGIOO.MX
2011-09-19,28.55,30.2,28.55,30.2,878300,28.92,GFREGIOO.MX
2011-09-20,30.1,32.0,30.1,31.5,764600,30.16,GFREGIOO.MX
2011-09-21,31.7,31.81,29.85,30.8,333900,29.49,GFREGIOO.MX
2011-09-22,29.85,29.85,28.1,28.1,69300,26.91,GFREGIOO.MX
2011-09-23,29.0,29.5,29.0,29.1,159500,27.86,GFREGIOO.MX
2011-09-26,29.5,29.5,29.09,29.09,60700,27.85,GFREGIOO.MX
2011-09-27,29.1,29.5,28.6,29.1,194600,27.86,GFREGIOO.MX
2011-09-28,29.5,29.57,28.41,28.8,59700,27.58,GFREGIOO.MX
2011-09-29,28.74,28.98,28.74,28.8,42500,27.58,GFREGIOO.MX
2011-09-30,28.75,29.5,28.75,29.5,54900,28.25,GFREGIOO.MX
2011-10-03,29.07,29.1,28.0,29.1,30600,27.86,GFREGIOO.MX
2011-10-04,28.8,28.8,28.0,28.0,133500,26.81,GFREGIOO.MX
2011-10-05,28.0,28.36,27.79,28.3,83600,27.1,GFREGIOO.MX
2011-10-06,28.07,28.75,28.07,28.75,69000,27.53,GFREGIOO.MX
2011-10-07,28.78,28.9,28.54,28.58,56400,27.36,GFREGIOO.MX
2011-10-10,28.68,28.9,28.58,28.9,88300,27.67,GFREGIOO.MX
2011-10-11,28.88,28.94,28.1,28.47,37100,27.26,GFREGIOO.MX
2011-10-12,28.58,29.1,28.0,29.1,139800,27.86,GFREGIOO.MX
2011-10-13,29.15,29.5,29.15,29.5,81500,28.25,GFREGIOO.MX
2011-10-14,29.98,29.98,28.85,29.9,62100,28.63,GFREGIOO.MX
2011-10-17,29.92,29.92,29.49,29.51,61000,28.26,GFREGIOO.MX
2011-10-18,29.51,29.55,29.25,29.55,67300,28.29,GFREGIOO.MX
2011-10-19,29.3,30.0,29.2,29.35,47500,28.1,GFREGIOO.MX
2011-10-20,29.5,29.5,29.0,29.0,7000,27.77,GFREGIOO.MX
2011-10-21,29.0,29.22,29.0,29.2,45600,27.96,GFREGIOO.MX
2011-10-24,29.5,29.67,29.0,29.45,43800,28.2,GFREGIOO.MX
2011-10-25,29.6,30.76,29.6,30.55,68600,29.25,GFREGIOO.MX
2011-10-26,30.6,30.6,29.08,30.25,68300,28.96,GFREGIOO.MX
2011-10-27,30.25,31.0,30.25,30.7,115100,29.39,GFREGIOO.MX
2011-10-28,30.69,30.69,29.94,30.25,175100,28.96,GFREGIOO.MX
2011-10-31,30.25,30.25,29.8,29.8,18400,28.53,GFREGIOO.MX
2011-11-01,29.49,29.5,29.0,29.2,99700,27.96,GFREGIOO.MX
2011-11-03,29.25,29.65,28.02,29.0,133500,27.77,GFREGIOO.MX
2011-11-04,29.07,29.15,28.5,28.85,141400,27.62,GFREGIOO.MX
