Date,Open,High,Low,Close,Volume,Adj Close,clave_empresa
2006-10-02,19.0,19.0,19.0,19.0,46000,18.37,CERAMICB.MX
2006-10-03,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-04,19.0,19.0,19.0,19.0,50000,18.37,CERAMICB.MX
2006-10-05,19.0,19.0,19.0,19.0,103500,18.37,CERAMICB.MX
2006-10-06,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-09,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-10,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-11,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-12,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-13,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-16,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-17,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-18,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-19,19.75,19.75,19.75,19.75,0,19.1,CERAMICB.MX
2006-10-20,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-23,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-24,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-25,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-26,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-27,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-30,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-10-31,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-01,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-03,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-06,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-07,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-08,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-10,18.5,18.5,18.5,18.5,0,17.89,CERAMICB.MX
2006-11-13,19.1,19.1,19.1,19.1,0,18.47,CERAMICB.MX
2006-11-15,19.2,19.2,19.2,19.2,0,18.57,CERAMICB.MX
2006-11-16,19.2,19.2,19.2,19.2,0,18.57,CERAMICB.MX
2006-11-21,19.1,19.1,19.1,19.1,0,18.47,CERAMICB.MX
2006-11-22,19.1,19.1,19.1,19.1,0,18.47,CERAMICB.MX
2006-11-23,19.1,19.1,19.1,19.1,0,18.47,CERAMICB.MX
2006-11-24,19.1,19.1,19.1,19.1,0,18.47,CERAMICB.MX
2006-11-27,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-28,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-11-29,19.5,19.5,19.5,19.5,0,18.86,CERAMICB.MX
2006-11-30,19.0,19.0,19.0,19.0,0,18.37,CERAMICB.MX
2006-12-04,20.1,20.1,20.0,20.0,0,19.34,CERAMICB.MX
2006-12-05,20.1,20.1,20.1,20.1,100,19.44,CERAMICB.MX
2006-12-06,20.1,20.1,20.1,20.1,0,19.44,CERAMICB.MX
2006-12-07,20.1,20.1,20.1,20.1,0,19.44,CERAMICB.MX
2006-12-08,20.1,20.1,20.1,20.1,0,19.44,CERAMICB.MX
2006-12-11,21.5,21.5,21.5,21.5,100,20.79,CERAMICB.MX
2006-12-13,22.0,22.0,22.0,22.0,85000,21.28,CERAMICB.MX
2006-12-14,22.5,22.5,22.5,22.5,0,21.76,CERAMICB.MX
2006-12-15,22.5,23.0,22.5,23.0,4100,22.24,CERAMICB.MX
2006-12-18,23.0,23.0,23.0,23.0,0,22.24,CERAMICB.MX
2006-12-19,25.0,25.0,22.01,22.01,0,21.29,CERAMICB.MX
2006-12-20,25.0,25.0,22.01,22.01,0,21.29,CERAMICB.MX
